url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,has_image
https://x.com/Politiko_Ph/status/1963262874153042318,https://twitter.com/Politiko_Ph/status/1963262874153042318,1963262874153042318,"The spokesperson of controversial contractors Sarah and Pacifico “Curlee” Discaya had a ready excuse for why the Bureau of Customs (BOC) found only two of their 12 luxury cars during a surprise inspection: the flooding in Pasig City.
https://t.co/Tg85zQ78fo",0,0,0,0,Wed Sep 03 15:28:39 +0000 2025,0,False,False,False
https://x.com/jesusfalcis/status/1961781420420174028,https://twitter.com/jesusfalcis/status/1961781420420174028,1961781420420174028,"The flash floods in Quezon City today reminded me of the Drainage Master Plan that the city through the leadership of Mayor Joy Belmonte had crafted with the University of the Philippines - Resilience Institute to address the perennial problem of flooding or baha.

It's a beautiful plan with the plan containing 3 Volumes and detailed technical studies, analysis, and reports about flooding in the city and proposed solutions, which includes but is not limited to:

1. Water retention ponds
2. Increasing pipe/culvert capacity
3. Waste reduction in channels through netting
4. Channel dredging
5. Detention/impoundment basins
6. Rain harvest systems

The cost of this comprehensive master plan?

27 Billion Pesos.

Compare this cost to the massive 254 projects of the DPWH worth 14 Billion Pesos (for the period 2021-2025) for Quezon City but with nothing to show for it and such projects were not based on or did not apply the principles behind the comprehensive master plan.

As a victim of Ondoy in 2009, I take the corruption of flood control projects personally.

DPWH should just follow Quezon City's master plan and all District Engineers, Regional Directors, contractors, and Congressmen/Senators involved in flood control projects should lay their hands off of it.

And this obviously goes the same to all cities and provinces in the country with a flood control master plan like Pasig City and Marikina City such as the Pasig-Marikina River Basin Flood Control Master Plan pushed for by Mayor Vico Sotto and Mayor Marcy/Maan Teodoro.

Madami na nga ibang blessings na binabaha sa mga Congressmen and Senators, pati ba naman flood control sasawsaw kayo!

#CorruptionControl
#FloodControl
#JoyBelmonte
#VicoSotto",57,9,255,0,Sat Aug 30 13:21:53 +0000 2025,0,False,False,True
https://x.com/cprm013113/status/1962788021993947161,https://twitter.com/cprm013113/status/1962788021993947161,1962788021993947161,"“Billions already spent, pero hanggang ngayon, baha pa rin—nasaan ang flood master plan?”

In 2012, the Philippine government proudly unveiled the ₱351-billion Flood Management Master Plan for Metro Manila and its surrounding provinces. Backed by the World Bank and JICA, approved by the NEDA Board, and anchored on both engineering and governance reforms, it was designed as a generational blueprint: dams in the Marikina River basin, reinforced dikes, stronger pumping stations, and institutional reforms to make Metro Manila more resilient to floods.

But today, amid relentless flooding and billions already poured into projects, the nation is left asking: Where is that master plan now?

A Plan Without a Handover

Palace officials and DPWH Secretary Manny Bonoan recently admitted they received no turnover of the Aquino-era master plan from former Secretary Mark Villar. No documents, no ceremonial handover, no clear roadmap. In the bureaucratic world of public works, where continuity is crucial, this absence is not a minor detail—it is a gaping hole in accountability.

Former DPWH chief Rogelio Singson insists the plan existed and was lodged within the agency’s records. If so, why was there no formal handoff between outgoing and incoming leadership? Why is the government now scrambling to locate a framework that should have been preserved, protected, and actively implemented?

Billions Spent, Floods Still Here

Between 2022 and 2025, more than ₱500 billion has been spent on flood control projects. Yet Metro Manila still drowns at the first sign of heavy rain. Reports of ghost projects, overpriced contracts, and collapsed flood structures deepen the suspicion that funds have flowed faster than the water ever will. Without the master plan as a guiding map, flood control became a patchwork of projects—vulnerable to politics, corruption, and waste.

The Larger Lesson

This controversy exposes a bigger truth: infrastructure is not just about cement and steel. It’s about institutional memory, transparency, and accountability. Master plans are not personal property; they are public blueprints meant to outlive political terms. When leadership changes, a turnover is not optional—it is essential.

Where Do We Go From Here?

If the master plan truly exists in the archives, it must be produced—now. FOI laws, COA audits, and even donor records can and should surface it. If it cannot be found, then the question becomes darker: was the plan deliberately ignored, misplaced, or erased from institutional memory?

What’s clear is this: floods don’t wait for politics to settle. Metro Manila and nearby provinces remain vulnerable, and every missing page of accountability translates into lives and livelihoods at risk.

#FloodPlanLost #NasaanAngBlueprint #BillionsButNoPlan #FloodControlScam #PhilippinesUnderWater #AccountabilityNow",0,0,0,0,Tue Sep 02 08:01:45 +0000 2025,0,False,False,False
https://x.com/JohnsonManabat/status/1963216930367738366,https://twitter.com/JohnsonManabat/status/1963216930367738366,1963216930367738366,Marikina rep flags new P100-M allocation for flood project he says already exists https://t.co/TIHZ4DqAVN,0,0,0,0,Wed Sep 03 12:26:05 +0000 2025,0,False,False,False
https://x.com/ABSCBNNews/status/1963206642704769394,https://twitter.com/ABSCBNNews/status/1963206642704769394,1963206642704769394,"Marikina rep flags new P100-M allocation for flood project he says already exists
https://t.co/nqXJgvWkXA",0,0,0,0,Wed Sep 03 11:45:12 +0000 2025,0,False,False,False
https://x.com/ABSCBNNews/status/1963191491183997337,https://twitter.com/ABSCBNNews/status/1963191491183997337,1963191491183997337,"Marikina rep flags new P100-M allocation for flood project he says already exists
https://t.co/nqXJgvVN82",0,0,0,0,Wed Sep 03 10:45:00 +0000 2025,0,False,False,False
https://x.com/cprm013113/status/1963178866706379125,https://twitter.com/cprm013113/status/1963178866706379125,1963178866706379125,"House Leaders Seek to Return 2026 Budget to DBM Over “Glaring Errors”

Manila, September 3, 2025 — House Deputy Speaker Ronaldo Puno announced on Wednesday that party leaders have agreed to recommend returning the proposed ₱6.7-trillion 2026 National Expenditure Program (NEP) to the Department of Budget and Management (DBM), citing serious flaws in the spending plan.

“Because we do not know how to deal with it,” Puno told reporters, pointing to what he described as “glaring and illogical” entries in the proposed budget.

According to Puno, the NEP contains redundant allocations, such as funding for projects that were already completed, and inexplicable omissions for multi-year programs that still require financial support.

One cited example was the inclusion of classroom buildings in La Union that had already been finished, while essential flood-control projects in Antipolo and Marikina received either zero allocation or were inexplicably repeated.

Senate Raises Red Flags

The House move comes as senators intensified scrutiny of the budget. Senator Panfilo Lacson flagged ₱51.82 billion worth of “vague, distinct” insertions, which lacked clear location or scope, raising suspicions of possible “ghost projects.”

Meanwhile, Senate Finance Committee Chair Sherwin Gatchalian reported multiple red flags in the DPWH’s ₱875-billion proposed budget, including duplicate line items, incomplete descriptions, and suspiciously uniform cost entries.

Senator Erwin Tulfo warned that these anomalies carried echoes of past pork-barrel controversies.

Malacañang Orders Review

Reacting to mounting concerns, President Ferdinand Marcos Jr. has ordered a “sweeping review” of the DPWH budget under the 2026 NEP. The Palace said it is committed to ensuring transparency and accountability before the spending plan moves forward in Congress.

Next Steps

House leaders stressed that sending the NEP back to the DBM was the prudent course of action.

“We would rather be criticized for being too strict in our review than be accused of negligence later on,” Puno added.

The DBM is now expected to revise and resubmit the budget, delaying congressional deliberations but potentially preventing what lawmakers warn could become the “most flawed budget proposal in recent history.”

#Budget2026 #NEP #BudgetChaos #GhostProjects #ReturnTheNEP #AccountabilityNow #StopCorruption #FixTheBudget",0,0,0,0,Wed Sep 03 09:54:50 +0000 2025,0,False,False,True
https://x.com/PGMNOfficial/status/1963161988030517328,https://twitter.com/PGMNOfficial/status/1963161988030517328,1963161988030517328,"Metro Manila once again faced heavy flooding this Habagat season. In a recent episode, PGMN anchor Orion Perez Dumdum explained that the capital’s flooding problem has been recurring for centuries and was already documented as early as the Spanish colonial period.

Orion cited records from Spanish authorities and Jesuit scientists in the 1800s, which identified several districts in Manila as vulnerable to severe floods. 

Areas such as Sampaloc, Binondo, Santa Cruz, Quiapo, Malate, Ermita, and Arroceros were marked as unsafe for permanent settlement due to recurring inundations. 

Parts of Marikina Valley, along with floodplains in Cainta, Taytay, and Pasig, were also recognized as danger zones and were historically used as rice fields because of their naturally waterlogged conditions.

He noted that these early warnings were later reflected in urban development plans, including Daniel Burnham’s 1905 Manila Plan and the World Bank–funded Metroplan of 1977 led by architect and urban planner Felino Palafox Jr. Despite the proposals, Orion said most long-term flood control measures were not carried out, leaving Metro Manila vulnerable to recurring disasters.

Drawing a comparison with Singapore, Orion pointed out how the city-state once faced similar flooding but invested heavily in prevention. 

The government built deep and wide canals, expanded esteros, and reinforced waterways to divert heavy rainfall toward reservoirs and the sea. 

These investments, he said, reduced the city’s flooding incidents even though Singapore receives more annual rainfall than Metro Manila.

In contrast, Orion explained, flood management in the Philippine capital has been undermined by rapid population growth and unregulated settlements. 

Many waterways have been blocked by informal housing, while some residential subdivisions were built on former rice fields and floodplains, areas historically prone to inundation.

Orion also highlighted governance as a major obstacle. With 17 local government units operating independently in Metro Manila, he said coordination on flood control projects has been slow and often inconsistent.

 The absence of a central metropolitan authority, Orion added, has caused delays and conflicts in the approval of large-scale infrastructure.

“Hindi natin masosolusyunan ang problema ng pagbaha kung hindi natin babaguhin ang ating bulok na sistema,” Orion said, emphasizing that structural reforms are necessary.

He warned that without long-term planning and continuity, projects such as the dredging of Laguna de Bay or the construction of spillways will remain unfinished, leaving Metro Manila exposed to the same cycle of floods year after year.",0,0,0,0,Wed Sep 03 08:47:46 +0000 2025,0,False,False,True
https://x.com/tribunephl/status/1962622405828059180,https://twitter.com/tribunephl/status/1962622405828059180,1962622405828059180,"President Marcos' inspections revealed substandard flood control works located in Benguet, Bulacan, Iloilo and Marikina that failed significantly to fulfill their intended purpose. To date, 11 flood control projects have been inspected by the President. 

Read more: https://t.co/DuFTh8C2rY

#DailyTribune #dailytribune25 #BongbongMarcos #FloodControlProjects",0,0,0,0,Mon Sep 01 21:03:39 +0000 2025,0,False,False,True
https://x.com/kimicojuangco/status/1962516812916293804,https://twitter.com/kimicojuangco/status/1962516812916293804,1962516812916293804,"Copy pasted:

Here’s a detailed and accessible analysis based on the scientific findings of the UP Resilience Institute under Dr. Mahar Lagmay, integrating meteorological data, urban planning insights, and climate resilience principles. 

🌧️ Scientific Analysis of the August 2025 Quezon City Floods

Based on the findings of Dr. Mahar Lagmay and the UP Resilience Institute

1. 📍 Why Quezon City Was Hit Hardest

The flooding was not Metro Manila-wide—it was hyperlocalized.
Rainfall data from multiple weather stations across the region revealed that:

• Quezon City and Nangka, Marikina received an extraordinary concentration of rainfall, while other areas remained relatively unaffected.

• This anomaly underscores the importance of localized weather monitoring and targeted urban planning.

2. 🌊 Rainfall Intensity and Volume

The numbers were staggering:

Metric Value 
Total Rainfall (24 hours) = 141 mm 
Peak Rainfall Intensity = 121 mm/hour 
Peak Time = 2:00 PM – 3:00 PM 

Comparison: Typhoon Ondoy ~90 mm/hour (still under review) 

This means Quezon City experienced more intense rainfall in one hour than what many cities receive in an entire day. 

The sheer volume overwhelmed even well-designed drainage systems.

3. 🏙️ Why the Streets Flooded So Quickly

The flooding wasn’t just due to rain—it was due to rainfall delivered too fast for the city’s infrastructure to absorb or redirect.

• Urban surfaces like concrete and asphalt are impermeable, preventing natural absorption.

• Drainage systems, even those recently upgraded, were not designed for this level of intensity.

• The short burst of extreme rainfall created flash flood conditions, especially in low-lying and densely built areas.

4. 📐 Was This Foreseen?

Yes—and this is where science meets governance.

• The Drainage Master Plan of Quezon City, developed in partnership with the UP Resilience Institute, had already identified the flood-prone zones that were affected.
• These areas were mapped using flood hazard simulations, historical rainfall data, and urban topography.
• Residents in these zones had been informed and capacitated to respond, but the scale and speed of the rainfall exceeded typical preparedness thresholds.

5. 🔬 Scientific Takeaways

• Localized Climate Events: Urban flooding is increasingly driven by microclimate anomalies—not just typhoons or seasonal monsoons.

• Peak Intensity Matters: Infrastructure must be designed not just for total rainfall, but for peak hourly intensity, which is often the tipping point.

• Drainage Planning Must Be Dynamic: Static plans must evolve with climate data, urban expansion, and real-time monitoring.

🛠️ Recommendations Moving Forward

1. Real-Time Rainfall Monitoring: Expand localized rain gauge networks and integrate with early warning systems.

2. Infrastructure Audit: Ensure all flood control projects align with the Drainage Master Plan and undergo environmental impact assessments.

3. Nature-Based Solutions: Incorporate green infrastructure—bioswales, permeable pavements, and retention parks—to absorb excess water.

4. Community Engagement: Continue capacitating residents in high-risk zones with drills, education, and access to emergency resources.

5. Climate-Adaptive Governance: Treat flooding not as a seasonal nuisance but as a climate resilience challenge requiring inter-agency coordination.

Dr. Lagmay’s analysis is a wake-up call—not just about rainfall, but about readiness. The science was sound. 

The warnings were clear. 

Now, the challenge is to ensure that governance keeps pace with climate reality.

Tony Leachon",0,0,0,0,Mon Sep 01 14:04:04 +0000 2025,0,False,False,False
